Pozo,Fecha,Produccion_Barriles,Presion_PSI,Temperatura_C,Agua_Producida_Barriles,Estado
Pozo B,2022-07-19,1643,2563,115.88,348,Cerrado
Pozo C,2022-09-01,2096,2582,106.74,284,Operando
Pozo D,2022-02-14,1835,2118,85.59,291,Cerrado
Pozo C,2022-05-20,972,2009,107.03,56,Mantenimiento
Pozo C,2022-08-07,1590,2582,64.1,480,Cerrado
Pozo D,2022-04-05,1057,2616,77.61,139,Cerrado
Pozo D,2022-05-17,898,2468,118.18,56,Mantenimiento
Pozo B,2022-09-19,1602,2048,101.34,240,Cerrado
Pozo A,2022-05-26,1073,2489,110.54,283,Cerrado
Pozo E,2022-10-08,1092,2192,67.08,197,Cerrado
Pozo C,2022-08-11,1234,2289,112.81,373,Operando
Pozo D,2022-10-22,1236,2676,85.58,382,Mantenimiento
Pozo B,2022-07-02,2079,2720,62.2,331,Cerrado
Pozo A,2022-06-29,1279,2346,99.55,126,Operando
Pozo E,2022-04-18,810,2404,73.6,384,Cerrado
Pozo E,2022-01-03,1178,2523,107.14,117,Cerrado
Pozo E,2022-05-19,1765,2583,89.43,279,Mantenimiento
Pozo A,2022-11-28,855,2196,97.64,163,Mantenimiento
Pozo C,2022-08-06,1170,2326,60.97,132,Operando
Pozo D,2022-11-21,1590,2433,75.72,415,Operando
Pozo D,2022-09-11,1107,2243,109.55,236,Operando
Pozo B,2022-11-02,1585,2582,69.74,463,Mantenimiento
Pozo E,2022-11-02,1284,2580,92.55,245,Operando
Pozo C,2022-01-31,1815,2393,107.1,457,Mantenimiento
Pozo B,2022-05-28,1242,2167,102.32,108,Mantenimiento
Pozo A,2022-09-14,1123,2355,73.47,404,Mantenimiento
Pozo B,2022-08-25,1718,2268,66.29,215,Cerrado
Pozo C,2022-05-14,1059,2179,88.67,473,Operando
Pozo E,2022-01-16,1199,2208,102.65,342,Mantenimiento
Pozo A,2022-08-02,1649,2181,114.64,289,Operando
Pozo B,2022-04-20,1305,2530,106.0,54,Operando
Pozo D,2022-11-27,1446,2621,94.91,382,Mantenimiento
Pozo B,2022-05-07,1067,2668,90.99,95,Cerrado
Pozo A,2022-11-19,2067,2294,75.1,289,Mantenimiento
Pozo A,2022-03-11,936,2296,97.35,270,Mantenimiento
Pozo E,2022-10-07,1152,2717,67.63,56,Mantenimiento
Pozo D,2022-07-24,1273,2427,85.59,475,Cerrado
Pozo C,2022-06-20,1953,2204,85.85,451,Operando
Pozo D,2022-11-30,1641,2537,79.87,491,Cerrado
Pozo E,2022-09-20,1484,2154,114.29,362,Operando
Pozo D,2022-05-25,954,2018,109.39,263,Cerrado
Pozo E,2022-01-30,1573,2640,89.0,404,Cerrado
Pozo E,2022-09-14,1845,2018,73.01,94,Cerrado
Pozo D,2022-12-08,1456,2679,106.82,485,Operando
Pozo A,2022-07-19,1900,2245,101.72,493,Cerrado
Pozo B,2022-05-13,1829,2530,71.89,130,Operando
Pozo D,2022-10-29,1988,2128,111.55,444,Operando
Pozo D,2022-03-27,1827,2152,76.28,332,Operando
Pozo D,2022-10-28,1630,2035,116.79,111,Mantenimiento
Pozo A,2022-10-24,2136,2211,110.68,323,Cerrado
Pozo E,2022-06-22,903,2309,80.03,269,Operando
Pozo A,2022-03-12,1464,2210,99.77,132,Mantenimiento
Pozo D,2022-06-15,1054,2447,97.05,380,Mantenimiento
Pozo C,2022-06-22,995,2543,113.88,403,Cerrado
Pozo D,2022-04-26,1989,2577,68.01,153,Operando
Pozo C,2022-10-09,2038,2057,108.21,220,Cerrado
Pozo C,2022-01-04,1502,2696,74.8,332,Cerrado
Pozo B,2022-09-29,1164,2021,86.69,422,Mantenimiento
Pozo E,2022-06-27,1621,2517,109.01,406,Mantenimiento
Pozo C,2022-02-01,2175,2198,89.69,440,Mantenimiento
Pozo C,2022-04-20,925,2293,79.02,266,Cerrado
Pozo B,2022-09-20,1714,2262,71.82,438,Operando
Pozo E,2022-07-22,2044,2584,116.08,55,Operando
Pozo B,2022-09-15,1648,2286,60.05,115,Mantenimiento
Pozo A,2022-10-19,1961,2566,76.42,231,Operando
Pozo D,2022-08-27,1296,2473,86.7,90,Operando
Pozo C,2022-12-15,2032,2778,87.11,257,Cerrado
Pozo B,2022-03-22,2037,2197,115.71,388,Operando
Pozo E,2022-08-28,1272,2389,87.5,351,Operando
Pozo A,2022-01-01,1848,2574,75.18,437,Cerrado
Pozo C,2022-07-15,1739,2155,63.74,137,Operando
Pozo B,2022-05-01,2117,2764,83.04,317,Mantenimiento
Pozo D,2022-07-02,1778,2427,71.37,185,Mantenimiento
Pozo E,2022-06-27,1273,2209,71.92,252,Operando
Pozo C,2022-05-23,1356,2431,75.56,348,Operando
Pozo D,2022-03-04,1797,2455,107.67,77,Cerrado
Pozo E,2022-11-26,1983,2435,93.27,338,Cerrado
Pozo E,2022-02-22,2189,2265,118.03,411,Mantenimiento
Pozo B,2022-07-12,1921,2304,61.48,298,Cerrado
Pozo D,2022-05-09,962,2358,72.89,85,Mantenimiento
Pozo C,2022-12-04,2017,2286,115.21,70,Cerrado
Pozo B,2022-04-27,965,2790,102.55,263,Cerrado
Pozo A,2022-07-18,1573,2630,97.13,187,Mantenimiento
Pozo D,2022-01-21,1923,2661,94.12,67,Cerrado
Pozo E,2022-11-10,1011,2404,116.17,474,Cerrado
Pozo C,2022-06-08,1201,2786,85.97,75,Operando
Pozo B,2022-01-03,1095,2113,71.18,369,Operando
Pozo B,2022-02-16,1493,2329,73.89,407,Mantenimiento
Pozo B,2022-08-29,1768,2365,86.06,276,Mantenimiento
Pozo B,2022-07-07,1485,2316,89.96,470,Operando
Pozo A,2022-09-24,1224,2357,106.54,370,Mantenimiento
Pozo B,2022-04-30,1066,2142,114.75,411,Mantenimiento
Pozo B,2022-07-09,1682,2685,65.05,335,Operando
Pozo D,2022-03-04,1741,2780,115.25,438,Cerrado
Pozo B,2022-03-05,1650,2240,64.57,196,Mantenimiento
Pozo A,2022-05-07,2093,2332,85.52,487,Cerrado
Pozo A,2022-10-28,1963,2163,79.21,482,Cerrado
Pozo D,2022-11-19,1853,2571,72.55,332,Cerrado
Pozo C,2022-03-05,963,2771,114.68,297,Mantenimiento
Pozo A,2022-02-17,1882,2711,78.18,420,Cerrado
Pozo D,2022-06-20,2070,2374,87.51,285,Cerrado
Pozo D,2022-02-19,1630,2736,101.38,317,Cerrado
Pozo B,2022-12-12,1408,2639,82.17,107,Mantenimiento
Pozo A,2022-04-08,899,2775,85.66,268,Operando
Pozo A,2022-05-19,2011,2472,86.48,100,Operando
Pozo A,2022-06-27,1425,2387,90.84,223,Operando
Pozo B,2022-11-21,1692,2356,112.43,227,Cerrado
Pozo D,2022-06-04,1941,2204,101.15,348,Mantenimiento
Pozo B,2022-04-01,1656,2248,104.09,118,Operando
Pozo A,2022-04-28,2029,2627,92.33,193,Operando
Pozo E,2022-11-11,1244,2692,91.89,265,Operando
Pozo E,2022-02-08,2127,2274,70.97,93,Mantenimiento
Pozo D,2022-06-20,1197,2450,78.46,383,Mantenimiento
Pozo E,2022-09-28,1295,2457,85.06,198,Operando
Pozo C,2022-11-09,1278,2524,73.51,280,Cerrado
Pozo B,2022-05-29,1929,2497,116.88,348,Operando
Pozo E,2022-06-26,1038,2075,90.11,148,Cerrado
Pozo B,2022-04-01,2046,2038,62.9,443,Operando
Pozo B,2022-07-14,1145,2294,95.25,433,Operando
Pozo D,2022-02-24,961,2490,84.84,301,Operando
Pozo B,2022-10-18,2051,2639,111.65,123,Operando
Pozo E,2022-02-10,1386,2139,70.42,116,Operando
Pozo D,2022-10-25,1510,2023,71.99,167,Mantenimiento
Pozo A,2022-12-05,1131,2447,98.95,167,Operando
Pozo D,2022-05-25,1502,2099,80.08,96,Cerrado
Pozo C,2022-01-03,2044,2201,84.14,219,Cerrado
Pozo E,2022-11-13,2053,2150,102.54,264,Cerrado
Pozo D,2022-03-24,994,2010,99.28,323,Operando
Pozo D,2022-03-22,1045,2277,103.01,232,Mantenimiento
Pozo D,2022-02-09,1682,2696,67.96,256,Mantenimiento
Pozo B,2022-11-19,1172,2225,96.85,375,Cerrado
Pozo D,2022-07-25,974,2214,109.98,160,Mantenimiento
Pozo A,2022-07-07,1246,2037,73.66,372,Mantenimiento
Pozo E,2022-05-31,837,2582,82.05,189,Cerrado
Pozo E,2022-03-05,1855,2410,109.3,289,Mantenimiento
Pozo A,2022-08-18,1257,2469,102.74,64,Operando
Pozo E,2022-06-16,1937,2400,79.16,303,Mantenimiento
Pozo B,2022-11-27,1195,2160,78.08,66,Cerrado
Pozo A,2022-03-01,1644,2557,99.58,82,Mantenimiento
Pozo D,2022-03-31,2013,2452,65.82,260,Operando
Pozo C,2022-06-02,1332,2769,88.46,65,Operando
Pozo E,2022-06-20,2013,2016,105.01,247,Mantenimiento
Pozo D,2022-10-03,915,2190,84.55,412,Operando
Pozo E,2022-10-21,936,2532,92.26,423,Mantenimiento
Pozo A,2022-12-01,1250,2407,94.76,228,Cerrado
Pozo C,2022-10-17,1436,2315,66.74,245,Cerrado
Pozo D,2022-02-25,1548,2768,117.5,121,Mantenimiento
Pozo B,2022-09-07,1984,2463,115.97,442,Operando
Pozo E,2022-01-09,1144,2781,65.23,121,Cerrado
Pozo E,2022-06-08,2169,2608,96.1,336,Cerrado
Pozo B,2022-05-19,1094,2169,83.54,174,Operando
Pozo A,2022-05-01,933,2545,119.86,138,Mantenimiento
Pozo E,2022-10-19,2018,2761,99.3,471,Operando
Pozo C,2022-04-27,1463,2674,67.39,351,Operando
Pozo B,2022-08-04,1651,2754,82.12,123,Operando
Pozo C,2022-07-29,1746,2306,64.23,203,Operando
Pozo E,2022-04-16,1802,2014,73.09,448,Mantenimiento
Pozo A,2022-04-25,1872,2447,86.12,145,Cerrado
Pozo C,2022-06-25,1781,2506,85.31,128,Operando
Pozo E,2022-11-01,1576,2006,74.58,236,Cerrado
Pozo E,2022-03-26,1344,2066,95.04,145,Cerrado
Pozo B,2022-08-24,812,2743,103.93,79,Operando
Pozo D,2022-06-08,1010,2243,92.37,135,Mantenimiento
Pozo C,2022-07-13,872,2021,110.53,201,Operando
Pozo A,2022-12-23,1924,2148,114.28,211,Operando
Pozo B,2022-04-14,1066,2403,84.09,307,Operando
Pozo E,2022-10-25,948,2219,114.22,93,Cerrado
Pozo C,2022-03-03,1018,2142,113.96,252,Cerrado
Pozo D,2022-01-02,1319,2724,60.59,97,Operando
Pozo B,2022-09-26,1131,2237,99.53,385,Mantenimiento
Pozo A,2022-08-16,1891,2081,106.5,129,Operando
Pozo A,2022-07-06,2161,2404,97.29,58,Mantenimiento
Pozo D,2022-05-09,886,2133,69.96,71,Mantenimiento
Pozo D,2022-04-01,968,2115,93.52,214,Cerrado
Pozo A,2022-07-16,1226,2750,69.35,129,Cerrado
Pozo C,2022-02-05,2073,2400,109.68,420,Operando
Pozo B,2022-09-17,2013,2678,91.78,246,Operando
Pozo E,2022-10-02,1757,2697,111.61,140,Mantenimiento
Pozo B,2022-11-04,1767,2554,94.71,189,Cerrado
Pozo B,2022-07-22,1833,2319,119.49,423,Cerrado
Pozo D,2022-12-06,1922,2545,96.66,352,Cerrado
Pozo A,2022-09-20,1942,2464,80.3,370,Mantenimiento
Pozo A,2022-09-08,1539,2143,81.7,112,Mantenimiento
Pozo B,2022-02-04,895,2242,66.76,498,Operando
Pozo E,2022-12-12,1565,2786,109.37,299,Cerrado
Pozo C,2022-04-05,1159,2282,67.54,82,Cerrado
Pozo C,2022-07-27,1513,2305,95.69,229,Cerrado
Pozo D,2022-03-13,1990,2005,100.61,393,Mantenimiento
Pozo C,2022-12-08,1494,2206,78.14,150,Operando
Pozo E,2022-04-27,1804,2582,105.53,92,Cerrado
Pozo C,2022-06-09,1210,2197,78.7,64,Cerrado
Pozo B,2022-11-03,1085,2062,62.14,397,Mantenimiento
Pozo B,2022-03-23,1163,2329,84.12,416,Mantenimiento
Pozo C,2022-02-18,972,2449,114.77,346,Cerrado
Pozo D,2022-10-09,1528,2272,61.48,82,Mantenimiento
Pozo E,2022-06-02,1681,2358,112.94,128,Mantenimiento
Pozo C,2022-05-11,1454,2671,98.78,414,Operando
Pozo E,2022-03-03,1315,2461,69.56,177,Cerrado
Pozo E,2022-04-24,1034,2134,66.57,143,Mantenimiento
Pozo B,2022-12-04,1392,2301,66.13,96,Operando
Pozo D,2022-04-19,2049,2323,94.61,457,Cerrado
Pozo A,2022-07-07,2017,2431,87.73,347,Mantenimiento
Pozo E,2022-05-13,2089,2275,103.88,168,Operando
Pozo B,2022-05-05,1289,2462,76.24,402,Cerrado
Pozo D,2022-02-13,1130,2056,76.67,64,Cerrado
Pozo A,2022-10-22,898,2416,66.05,267,Cerrado
Pozo E,2022-06-04,1292,2381,108.69,398,Cerrado
Pozo A,2022-08-01,1288,2060,74.37,78,Mantenimiento
Pozo B,2022-06-10,1550,2002,100.67,347,Cerrado
Pozo C,2022-08-31,1759,2466,70.77,470,Cerrado
Pozo B,2022-09-29,1327,2754,94.54,176,Mantenimiento
Pozo C,2022-09-17,1729,2496,92.0,348,Operando
Pozo B,2022-09-27,2052,2235,62.66,100,Mantenimiento
Pozo E,2022-02-04,1750,2427,119.79,488,Operando
Pozo D,2022-11-29,1390,2436,114.85,488,Operando
Pozo D,2022-10-20,1144,2581,107.68,323,Cerrado
Pozo A,2022-12-20,1458,2062,119.77,190,Mantenimiento
Pozo B,2022-03-23,1344,2115,111.84,331,Cerrado
Pozo B,2022-06-18,1356,2319,89.85,222,Operando
Pozo D,2022-11-16,1947,2235,66.3,411,Operando
Pozo B,2022-05-28,1461,2662,100.15,259,Operando
Pozo D,2022-04-28,1296,2376,60.69,284,Cerrado
Pozo D,2022-09-29,856,2392,71.85,193,Mantenimiento
Pozo D,2022-10-10,850,2466,94.79,454,Cerrado
Pozo D,2022-12-30,1317,2278,106.52,472,Mantenimiento
Pozo E,2022-10-28,1433,2210,113.09,208,Cerrado
Pozo B,2022-05-24,2044,2754,98.39,373,Cerrado
Pozo E,2022-01-31,2141,2617,100.04,110,Cerrado
Pozo E,2022-04-08,1942,2705,112.59,347,Mantenimiento
Pozo D,2022-06-07,1402,2108,72.0,388,Mantenimiento
Pozo C,2022-06-15,1798,2764,87.23,424,Operando
Pozo E,2022-12-19,891,2516,106.06,489,Operando
Pozo C,2022-06-04,1022,2082,77.11,187,Mantenimiento
Pozo B,2022-12-24,1090,2244,75.7,70,Mantenimiento
Pozo B,2022-06-16,953,2317,100.55,362,Mantenimiento
Pozo B,2022-10-21,2006,2785,71.98,386,Cerrado
Pozo A,2022-12-06,2108,2557,97.48,194,Operando
Pozo C,2022-04-14,1200,2359,64.52,148,Cerrado
Pozo C,2022-10-19,1335,2240,118.26,320,Operando
Pozo E,2022-03-09,1395,2142,114.57,91,Mantenimiento
Pozo D,2022-02-06,1486,2564,90.69,128,Cerrado
Pozo D,2022-12-11,1147,2707,118.44,279,Mantenimiento
Pozo E,2022-08-25,2191,2131,101.04,385,Operando
Pozo D,2022-08-18,2039,2759,110.09,234,Operando
Pozo E,2022-05-19,2150,2339,111.44,314,Mantenimiento
Pozo D,2022-09-03,1419,2783,104.65,226,Operando
Pozo B,2022-11-10,2139,2007,61.62,205,Cerrado
Pozo E,2022-02-04,1526,2410,79.98,237,Cerrado
Pozo C,2022-08-14,2059,2221,103.17,348,Operando
Pozo B,2022-02-08,1052,2265,81.13,290,Mantenimiento
Pozo A,2022-04-27,1620,2718,64.06,270,Operando
Pozo D,2022-10-25,1899,2613,119.61,129,Operando
Pozo D,2022-02-13,844,2003,108.52,316,Cerrado
Pozo B,2022-08-27,1804,2418,96.5,336,Operando
Pozo B,2022-07-26,1320,2133,117.88,493,Cerrado
Pozo C,2022-12-16,1970,2605,107.69,172,Operando
Pozo D,2022-07-07,1014,2513,69.22,257,Mantenimiento
Pozo C,2022-07-09,1757,2084,73.41,324,Cerrado
Pozo E,2022-12-28,1605,2373,84.57,274,Mantenimiento
Pozo A,2022-07-10,875,2400,109.31,371,Mantenimiento
Pozo B,2022-10-10,1738,2271,75.34,332,Operando
Pozo B,2022-10-24,874,2400,76.51,82,Operando
Pozo B,2022-07-06,1083,2012,111.46,374,Operando
Pozo D,2022-04-12,1476,2069,62.68,121,Cerrado
Pozo D,2022-03-05,1337,2739,91.74,497,Operando
Pozo D,2022-01-03,1960,2749,116.29,404,Mantenimiento
Pozo D,2022-01-11,1600,2375,97.8,436,Mantenimiento
Pozo E,2022-04-01,1941,2428,117.55,67,Cerrado
Pozo A,2022-10-27,1425,2042,115.04,158,Cerrado
Pozo B,2022-12-30,1922,2457,84.92,248,Mantenimiento
Pozo A,2022-09-03,1698,2609,88.92,281,Mantenimiento
Pozo B,2022-01-30,1578,2157,89.48,245,Operando
Pozo E,2022-02-13,1161,2412,62.87,362,Operando
Pozo E,2022-04-09,1710,2002,86.26,166,Mantenimiento
Pozo B,2022-01-28,1654,2229,81.14,133,Mantenimiento
Pozo C,2022-04-16,1642,2600,110.6,326,Operando
Pozo A,2022-09-26,1070,2532,94.71,206,Mantenimiento
Pozo B,2022-12-22,1805,2585,70.2,416,Cerrado
Pozo A,2022-01-29,2118,2291,62.4,69,Mantenimiento
Pozo C,2022-10-29,1460,2024,77.37,233,Cerrado
Pozo B,2022-07-01,1441,2796,99.06,230,Cerrado
Pozo A,2022-06-23,1976,2256,98.61,98,Cerrado
Pozo E,2022-02-11,2093,2424,119.08,306,Cerrado
Pozo C,2022-11-18,872,2726,104.68,307,Mantenimiento
Pozo E,2022-10-22,1219,2218,115.68,203,Operando
Pozo E,2022-04-08,1913,2608,86.63,77,Cerrado
Pozo B,2022-05-16,1045,2028,94.17,340,Cerrado
Pozo A,2022-02-15,1049,2174,107.15,379,Cerrado
Pozo D,2022-04-11,1479,2078,77.97,214,Operando
Pozo E,2022-09-19,1698,2283,64.49,63,Operando
Pozo A,2022-06-30,1153,2721,83.71,140,Mantenimiento
Pozo C,2022-06-22,1886,2106,104.59,183,Operando
Pozo D,2022-05-27,1172,2698,89.12,260,Cerrado
Pozo E,2022-05-09,1366,2536,79.04,177,Mantenimiento
Pozo D,2022-08-28,1294,2698,101.3,361,Mantenimiento
Pozo C,2022-04-23,1228,2424,99.56,142,Cerrado
Pozo A,2022-10-10,1271,2256,105.5,246,Cerrado
Pozo A,2022-11-21,1656,2670,89.21,81,Cerrado
Pozo C,2022-09-06,1819,2576,104.27,88,Operando
Pozo A,2022-04-08,931,2050,81.6,115,Cerrado
Pozo B,2022-06-13,802,2644,64.91,101,Cerrado
Pozo C,2022-02-23,960,2761,81.09,384,Cerrado
Pozo C,2022-04-06,1953,2556,70.22,344,Cerrado
Pozo D,2022-06-09,915,2185,69.89,432,Operando
Pozo D,2022-04-11,2087,2618,91.68,233,Operando
Pozo A,2022-03-12,1242,2306,84.13,363,Mantenimiento
Pozo B,2022-11-19,2103,2231,108.45,232,Cerrado
Pozo B,2022-10-18,931,2148,116.46,401,Cerrado
Pozo C,2022-02-22,1849,2378,84.26,101,Mantenimiento
Pozo A,2022-11-11,1023,2516,95.38,476,Operando
Pozo C,2022-08-09,1192,2181,112.0,141,Cerrado
Pozo D,2022-08-07,1215,2166,98.98,162,Operando
Pozo A,2022-03-06,1326,2210,99.83,174,Cerrado
Pozo D,2022-07-12,2149,2261,75.3,164,Operando
Pozo A,2022-07-14,1053,2115,81.9,292,Cerrado
Pozo C,2022-11-17,1263,2349,76.97,385,Mantenimiento
Pozo C,2022-04-24,1570,2342,86.9,143,Mantenimiento
Pozo A,2022-04-18,2035,2225,114.07,219,Operando
Pozo B,2022-08-17,863,2619,101.33,403,Cerrado
Pozo D,2022-08-02,1010,2056,81.93,62,Operando
Pozo A,2022-04-19,2102,2243,87.06,485,Operando
Pozo A,2022-05-16,1606,2716,63.4,145,Operando
Pozo E,2022-05-04,822,2151,67.67,416,Cerrado
Pozo D,2022-05-03,1249,2423,112.49,219,Cerrado
Pozo D,2022-09-02,1177,2254,93.54,153,Cerrado
Pozo B,2022-11-09,1482,2349,90.59,298,Cerrado
Pozo E,2022-09-04,1885,2075,64.37,239,Cerrado
Pozo B,2022-11-03,1316,2306,97.96,165,Mantenimiento
Pozo C,2022-05-19,2032,2527,97.35,204,Cerrado
Pozo B,2022-12-04,1037,2235,79.84,480,Mantenimiento
Pozo A,2022-08-12,2083,2581,84.46,185,Mantenimiento
Pozo C,2022-08-25,1238,2218,62.56,87,Operando
Pozo E,2022-03-30,1640,2686,96.7,151,Operando
Pozo C,2022-10-11,1544,2040,87.56,277,Mantenimiento
Pozo C,2022-12-04,983,2134,86.47,453,Operando
Pozo D,2022-07-10,1225,2253,112.59,91,Cerrado
Pozo B,2022-06-17,855,2683,79.2,131,Mantenimiento
Pozo D,2022-02-17,2126,2022,109.24,384,Cerrado
Pozo E,2022-12-08,990,2680,114.92,61,Mantenimiento
Pozo B,2022-10-27,850,2018,66.44,153,Operando
Pozo C,2022-04-20,1653,2458,82.05,134,Operando
Pozo C,2022-07-02,1211,2223,96.43,156,Cerrado
Pozo E,2022-08-12,2154,2173,63.75,138,Mantenimiento
Pozo B,2022-01-19,1203,2180,79.14,261,Operando
Pozo E,2022-08-12,1496,2772,60.21,328,Cerrado
Pozo C,2022-11-09,982,2657,62.55,429,Mantenimiento
Pozo B,2022-07-03,1395,2700,86.88,472,Cerrado
Pozo A,2022-05-23,1879,2651,77.28,176,Mantenimiento
Pozo C,2022-06-19,1308,2042,92.91,331,Operando
Pozo D,2022-06-26,1218,2618,90.97,429,Operando
Pozo D,2022-07-24,1292,2719,81.02,488,Operando
Pozo C,2022-10-26,2141,2066,85.64,87,Mantenimiento
Pozo C,2022-12-22,1609,2562,64.51,472,Cerrado
Pozo A,2022-03-24,852,2783,65.03,293,Cerrado
Pozo C,2022-07-27,2063,2637,88.31,261,Mantenimiento
Pozo B,2022-05-20,1345,2362,99.4,162,Operando
Pozo D,2022-02-19,1975,2417,82.95,439,Cerrado
Pozo C,2022-04-10,1299,2323,80.63,76,Mantenimiento
Pozo E,2022-03-05,1666,2485,94.7,191,Mantenimiento
Pozo E,2022-07-06,1722,2573,79.2,235,Operando
Pozo B,2022-09-13,2028,2576,66.1,151,Cerrado
Pozo B,2022-06-25,1198,2495,60.4,166,Mantenimiento
Pozo C,2022-05-08,1287,2505,104.06,384,Mantenimiento
Pozo C,2022-06-16,1281,2502,71.26,325,Operando
Pozo A,2022-05-04,1380,2463,80.33,313,Mantenimiento
Pozo A,2022-01-13,1616,2030,91.14,313,Cerrado
Pozo D,2022-01-05,1236,2350,91.07,461,Cerrado
Pozo D,2022-12-23,1495,2576,68.3,411,Operando
Pozo D,2022-01-27,1450,2649,79.63,187,Cerrado
Pozo C,2022-08-03,1813,2777,60.79,444,Mantenimiento
Pozo D,2022-10-01,1629,2581,83.08,328,Cerrado
Pozo C,2022-01-02,1239,2509,64.22,86,Cerrado
Pozo C,2022-05-04,1676,2654,103.19,134,Mantenimiento
Pozo C,2022-09-07,1324,2651,96.45,477,Cerrado
Pozo E,2022-03-06,1885,2624,107.06,94,Cerrado
Pozo A,2022-03-28,2153,2457,117.42,150,Operando
Pozo E,2022-04-03,1299,2064,99.89,453,Operando
Pozo B,2022-03-12,1497,2165,115.11,219,Operando
Pozo B,2022-05-22,1191,2189,94.32,310,Operando
Pozo C,2022-01-29,1618,2327,74.04,318,Operando
Pozo A,2022-12-11,1327,2049,100.37,428,Mantenimiento
Pozo C,2022-10-02,1135,2079,68.34,186,Mantenimiento
Pozo B,2022-07-14,1935,2447,69.82,275,Operando
Pozo C,2022-08-31,1903,2309,116.0,130,Cerrado
Pozo C,2022-10-22,1924,2300,67.67,120,Mantenimiento
Pozo D,2022-06-10,1482,2119,112.85,380,Operando
Pozo C,2022-06-23,2005,2343,117.6,408,Operando
Pozo A,2022-06-03,2123,2541,86.57,132,Cerrado
Pozo A,2022-02-06,1192,2631,100.11,271,Cerrado
Pozo B,2022-04-08,1626,2691,82.55,379,Cerrado
Pozo B,2022-01-28,851,2625,88.08,186,Operando
Pozo D,2022-05-10,1348,2568,82.32,464,Mantenimiento
Pozo A,2022-12-22,2103,2553,69.13,328,Operando
Pozo A,2022-04-01,1524,2314,110.86,443,Cerrado
Pozo C,2022-04-15,1003,2547,95.82,275,Mantenimiento
Pozo B,2022-12-12,1354,2727,100.56,434,Cerrado
Pozo E,2022-07-21,1050,2524,92.6,147,Mantenimiento
Pozo D,2022-11-03,1839,2148,102.4,420,Mantenimiento
Pozo E,2022-07-06,1085,2195,117.95,341,Cerrado
Pozo D,2022-02-08,1532,2777,91.77,126,Operando
Pozo B,2022-11-08,1754,2230,75.76,80,Operando
Pozo D,2022-02-25,1865,2259,110.4,193,Mantenimiento
Pozo D,2022-08-10,837,2602,83.54,289,Cerrado
Pozo A,2022-04-20,1609,2545,113.25,270,Cerrado
Pozo B,2022-01-10,1948,2011,102.0,450,Operando
Pozo E,2022-04-02,1638,2527,75.84,128,Operando
Pozo B,2022-06-26,1003,2747,62.29,489,Operando
Pozo A,2022-04-28,1425,2629,106.83,135,Mantenimiento
Pozo A,2022-07-29,2165,2442,62.69,394,Operando
Pozo C,2022-12-03,1131,2363,116.31,452,Operando
Pozo D,2022-09-04,2160,2193,103.55,406,Mantenimiento
Pozo B,2022-08-28,1291,2056,111.1,305,Operando
Pozo B,2022-11-27,1904,2491,67.38,492,Operando
Pozo C,2022-01-22,2127,2194,105.9,303,Operando
Pozo E,2022-10-05,2107,2182,74.84,69,Mantenimiento
Pozo D,2022-04-09,1939,2542,84.08,104,Mantenimiento
Pozo B,2022-10-06,1129,2773,99.49,452,Cerrado
Pozo E,2022-04-04,1855,2067,118.38,348,Cerrado
Pozo E,2022-08-25,874,2719,84.03,105,Mantenimiento
Pozo A,2022-12-27,1053,2482,63.91,438,Operando
Pozo E,2023-01-01,2156,2673,100.92,458,Mantenimiento
Pozo A,2022-06-27,1800,2131,83.14,86,Mantenimiento
Pozo C,2022-01-01,2122,2202,106.66,147,Cerrado
Pozo A,2022-11-23,1139,2758,63.6,327,Cerrado
Pozo C,2022-05-10,2166,2008,70.95,63,Mantenimiento
Pozo D,2022-10-05,1509,2240,67.68,248,Operando
Pozo A,2022-10-21,2125,2313,118.83,351,Operando
Pozo E,2022-01-10,909,2652,116.68,354,Mantenimiento
Pozo E,2022-05-08,1538,2086,109.78,397,Operando
Pozo C,2022-09-20,1444,2126,89.29,462,Mantenimiento
Pozo B,2022-08-07,1877,2231,87.91,154,Cerrado
Pozo B,2022-09-14,1872,2294,107.23,161,Cerrado
Pozo B,2022-01-04,1561,2601,92.65,139,Cerrado
Pozo D,2022-12-26,1253,2367,78.05,279,Cerrado
Pozo B,2022-04-06,1517,2498,79.31,449,Operando
Pozo B,2022-09-04,1439,2797,74.7,481,Mantenimiento
Pozo D,2022-11-02,1069,2567,110.9,252,Operando
Pozo B,2022-12-16,1730,2754,64.97,254,Operando
Pozo E,2022-03-18,1505,2712,103.0,460,Cerrado
Pozo A,2022-07-27,1496,2539,99.17,201,Mantenimiento
Pozo B,2022-08-06,1986,2577,72.76,325,Mantenimiento
Pozo E,2022-10-23,1785,2101,108.8,251,Operando
Pozo A,2022-09-24,1831,2700,88.75,190,Cerrado
Pozo D,2022-09-27,1587,2441,118.92,276,Mantenimiento
Pozo D,2022-05-11,1720,2753,60.69,393,Operando
Pozo E,2022-06-23,1019,2140,117.34,240,Cerrado
Pozo C,2022-12-29,2153,2402,69.7,329,Mantenimiento
Pozo D,2022-03-06,874,2282,81.56,267,Mantenimiento
Pozo D,2022-11-08,1776,2400,111.49,262,Mantenimiento
Pozo E,2022-11-19,1777,2735,68.7,404,Mantenimiento
Pozo C,2022-06-04,1082,2466,98.79,315,Mantenimiento
Pozo C,2022-12-18,1651,2663,105.31,100,Mantenimiento
